date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:55	5236/5236	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/js/jquery/jquery.bpopup.min.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/jquery/jquery.bpopup.min.js	(from https://herfybd.com/)
11:14:55	10056/10056	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/jquery/jquery-migrate.min.js	(from https://herfybd.com/)
11:14:55	1005/1005	---M--	200	added ('OK')	application/javascript	date:Mon,%2022%20Oct%202018%2006:00:26%20GMT	https://herfybd.com/assets/js/script.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/script.js	(from https://herfybd.com/)
11:14:56	51627/51627	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:44%20GMT	https://herfybd.com/assets/js/jquery.dd.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/jquery.dd.js	(from https://herfybd.com/)
11:14:56	8871/8871	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:44%20GMT	https://herfybd.com/assets/js/bt_elements.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/bt_elements.js	(from https://herfybd.com/)
11:14:56	1546/1546	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:44%20GMT	https://herfybd.com/assets/js/gtm4wp-form-move-tracker.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/gtm4wp-form-move-tracker.js	(from https://herfybd.com/)
11:14:57	14623/14623	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:46%20GMT	https://herfybd.com/assets/js/modernizr.custom.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/modernizr.custom.js	(from https://herfybd.com/)
11:14:57	58870/58870	---M--	200	added ('OK')	application/javascript	date:Mon,%2029%20Jun%202015%2010:36:44%20GMT	https://herfybd.com/assets/js/jquery.elevatezoom.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/jquery.elevatezoom.js	(from https://herfybd.com/)
11:14:57	8560/8560	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20May%202018%2013:09:46%20GMT	https://herfybd.com/assets/js/jquery.viewbox.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/jquery.viewbox.js	(from https://herfybd.com/)
11:14:59	253668/253668	---M--	200	added ('OK')	application/javascript	date:Wed,%2005%20Dec%202018%2008:16:20%20GMT	https://herfybd.com/assets/js/jquery-ui.min.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/jquery-ui.min.js	(from https://herfybd.com/)
11:14:59	57384/57384	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2010:12:18%20GMT	https://herfybd.com/assets/js/jquery.flexslider.js	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/js/jquery.flexslider.js	(from https://herfybd.com/)
11:14:59	19267/19267	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/image/logo-classic.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/logo-classic.png	(from https://herfybd.com/)
11:15:00	19267/19267	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/image/logo.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/logo.png	(from https://herfybd.com/)
11:15:00	229178/229178	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:50%20GMT	https://herfybd.com/home.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/home.html	(from https://herfybd.com/)
11:15:00	172275/172275	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:51%20GMT	https://herfybd.com/menu.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu.html	(from https://herfybd.com/)
11:15:00	113251/113251	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:51%20GMT	https://herfybd.com/menu/burger.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/burger.html	(from https://herfybd.com/)
11:15:01	79187/79187	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:51%20GMT	https://herfybd.com/menu/chickenitem.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/chickenitem.html	(from https://herfybd.com/)
11:15:01	71558/71558	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:51%20GMT	https://herfybd.com/menu/kiddiemeal.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/kiddiemeal.html	(from https://herfybd.com/)
11:15:01	68090/68090	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:52%20GMT	https://herfybd.com/menu/ricesalad.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/ricesalad.html	(from https://herfybd.com/)
11:15:01	75386/75386	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:52%20GMT	https://herfybd.com/menu/sideswraps.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/sideswraps.html	(from https://herfybd.com/)
11:15:02	61167/61167	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:52%20GMT	https://herfybd.com/menu/milkshakes.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/milkshakes.html	(from https://herfybd.com/)
11:15:02	67964/67964	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:52%20GMT	https://herfybd.com/menu/mocktail.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/mocktail.html	(from https://herfybd.com/)
11:15:02	69908/69908	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:53%20GMT	https://herfybd.com/menu/drinks.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/drinks.html	(from https://herfybd.com/)
11:15:02	77795/77795	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:53%20GMT	https://herfybd.com/location.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/location.html	(from https://herfybd.com/)
11:15:03	68012/68012	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:53%20GMT	https://herfybd.com/gulshan.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/gulshan.html	(from https://herfybd.com/)
11:15:03	64789/64789	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:53%20GMT	https://herfybd.com/banani.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/banani.html	(from https://herfybd.com/)
11:15:03	64937/64937	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:54%20GMT	https://herfybd.com/uttara.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/uttara.html	(from https://herfybd.com/)
11:15:04	73274/73274	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:54%20GMT	https://herfybd.com/offer.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/offer.html	(from https://herfybd.com/)
11:15:04	122037/122037	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:55%20GMT	https://herfybd.com/about.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/about.html	(from https://herfybd.com/)
11:15:05	0/0	---MC-	301	error ('Moved%20Permanently')	application/cgi	date:Wed,%2030%20Sep%202020%2005:14:55%20GMT	http://herfybd.com/webmail	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/webmail.2c.delayed	(from https://herfybd.com/)
11:15:05	77294/77294	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:55%20GMT	https://herfybd.com/contact.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/contact.html	(from https://herfybd.com/)
11:15:06	16370/16370	---M--	200	added ('OK')	image/gif	date:Thu,%2020%20Dec%202018%2011:16:51%20GMT	https://herfybd.com//assets/image/homedelivery.gif	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/homedelivery.gif	(from https://herfybd.com/)
11:15:06	172369/172369	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Dec%202018%2006:12:58%20GMT	https://herfybd.com/assets/image/background-home-top.jpg	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/background-home-top.jpg	(from https://herfybd.com/)
11:15:07	14484/14484	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Oct%202018%2012:09:40%20GMT	https://herfybd.com/assets/image/burger_illustration_1.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/burger_illustration_1.png	(from https://herfybd.com/)
11:15:07	14811/14811	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Dec%202018%2007:03:54%20GMT	https://herfybd.com/assets/image/friedchicken.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/friedchicken.png	(from https://herfybd.com/)
11:15:07	14817/14817	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Oct%202018%2012:09:40%20GMT	https://herfybd.com/assets/image/burger_illustration_2.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/burger_illustration_2.png	(from https://herfybd.com/)
11:15:08	10648/10648	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Dec%202018%2007:03:41%20GMT	https://herfybd.com/assets/image/burger_illustration_3.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/burger_illustration_3.png	(from https://herfybd.com/)
11:15:08	22430/22430	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Dec%202018%2007:03:49%20GMT	https://herfybd.com/assets/image/french_fries_icon.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/french_fries_icon.png	(from https://herfybd.com/)
11:15:08	60859/60859	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:59%20GMT	https://herfybd.com/menu/icecream.ashx	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/menu/icecream.html	(from https://herfybd.com/)
11:15:08	13519/13519	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Dec%202018%2007:03:45%20GMT	https://herfybd.com/assets/image/burger_illustration_4.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/burger_illustration_4.png	(from https://herfybd.com/)
11:15:09	90004/90004	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:14:59%20GMT	https://herfybd.com/item/1	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/1.html	(from https://herfybd.com/)
11:15:09	30034/30034	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:33:04%20GMT	https://herfybd.com/assets/image/small/combo_big_herfy.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_big_herfy.png	(from https://herfybd.com/)
11:15:09	88119/88119	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:00%20GMT	https://herfybd.com/item/6	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/6.html	(from https://herfybd.com/)
11:15:09	27882/27882	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:34:24%20GMT	https://herfybd.com/assets/image/small/combo_chicken_cheese.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_chicken_cheese.png	(from https://herfybd.com/)
11:15:10	88135/88135	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:00%20GMT	https://herfybd.com/item/11	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/11.html	(from https://herfybd.com/)
11:15:10	29825/29825	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:37:26%20GMT	https://herfybd.com/assets/image/small/combo_grilled_chicken.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_grilled_chicken.png	(from https://herfybd.com/)
11:15:10	88104/88104	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:01%20GMT	https://herfybd.com/item/10	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/10.html	(from https://herfybd.com/)
11:15:10	28740/28740	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:34:52%20GMT	https://herfybd.com/assets/image/small/combo_chilli_chicken.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_chilli_chicken.png	(from https://herfybd.com/)
11:15:11	88792/88792	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:01%20GMT	https://herfybd.com/item/3	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/3.html	(from https://herfybd.com/)
11:15:11	28528/28528	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:33:50%20GMT	https://herfybd.com/assets/image/small/combo_cheese_burger.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_cheese_burger.png	(from https://herfybd.com/)
11:15:11	87343/87343	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:02%20GMT	https://herfybd.com/item/2	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/2.html	(from https://herfybd.com/)
11:15:11	26830/26830	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:41:02%20GMT	https://herfybd.com/assets/image/small/combo_veggi_burger.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_veggi_burger.png	(from https://herfybd.com/)
11:15:12	89683/89683	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:02%20GMT	https://herfybd.com/item/4	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/4.html	(from https://herfybd.com/)
11:15:12	154386/154386	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Oct%202018%2012:09:46%20GMT	https://herfybd.com/assets/uploads/background-offers-slider-bg.jpg	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/uploads/background-offers-slider-bg.jpg	(from https://herfybd.com/)
11:15:13	23262/23262	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Dec%202018%2011:18:47%20GMT	https://herfybd.com/assets/image/small/angus_burger_combo.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/angus_burger_combo.png	(from https://herfybd.com/)
11:15:13	91137/91137	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:04%20GMT	https://herfybd.com/item/7	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/7.html	(from https://herfybd.com/)
11:15:14	21289/21289	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Dec%202018%2011:18:50%20GMT	https://herfybd.com/assets/image/small/Super-Angus.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/Super-Angus.png	(from https://herfybd.com/)
11:15:14	90326/90326	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:04%20GMT	https://herfybd.com/item/5	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/5.html	(from https://herfybd.com/)
11:15:14	27715/27715	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:40:32%20GMT	https://herfybd.com/assets/image/small/combo_turky_burger.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_turky_burger.png	(from https://herfybd.com/)
11:15:14	88164/88164	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:05%20GMT	https://herfybd.com/item/16	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/16.html	(from https://herfybd.com/)
11:15:15	26736/26736	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:38:50%20GMT	https://herfybd.com/assets/image/small/combo_super_fish_fillet.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_super_fish_fillet.png	(from https://herfybd.com/)
11:15:15	90040/90040	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:06%20GMT	https://herfybd.com/item/17	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/17.html	(from https://herfybd.com/)
11:15:15	27968/27968	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:39:16%20GMT	https://herfybd.com/assets/image/small/combo_super_herfy.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_super_herfy.png	(from https://herfybd.com/)
11:15:16	88919/88919	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:06%20GMT	https://herfybd.com/item/12	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/12.html	(from https://herfybd.com/)
11:15:16	21269/21269	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Dec%202018%2009:51:51%20GMT	https://herfybd.com/assets/image/small/Super-Chicken.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/Super-Chicken.png	(from https://herfybd.com/)
11:15:16	88159/88159	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:07%20GMT	https://herfybd.com/item/13	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/13.html	(from https://herfybd.com/)
11:15:17	27811/27811	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:38:20%20GMT	https://herfybd.com/assets/image/small/combo_super_chilli_chicken.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_super_chilli_chicken.png	(from https://herfybd.com/)
11:15:17	89558/89558	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:07%20GMT	https://herfybd.com/item/8	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/8.html	(from https://herfybd.com/)
11:15:17	27882/27882	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:36:16%20GMT	https://herfybd.com/assets/image/small/combo_double_herfy.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_double_herfy.png	(from https://herfybd.com/)
11:15:17	88147/88147	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:08%20GMT	https://herfybd.com/item/9	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/9.html	(from https://herfybd.com/)
11:15:18	30343/30343	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:35:20%20GMT	https://herfybd.com/assets/image/small/combo_double_beef.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_double_beef.png	(from https://herfybd.com/)
11:15:18	88152/88152	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:09%20GMT	https://herfybd.com/item/14	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/14.html	(from https://herfybd.com/)
11:15:18	27389/27389	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:35:48%20GMT	https://herfybd.com/assets/image/small/combo_double_chicken.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/combo_double_chicken.png	(from https://herfybd.com/)
11:15:19	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2005:15:09%20GMT	https://herfybd.com/assets/uploads/hero_inner_blog.jpg	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/uploads/hero_inner_blog.jpg	(from https://herfybd.com/)
11:15:19	67255/67255	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:10%20GMT	https://herfybd.com/item/26	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/26.html	(from https://herfybd.com/)
11:15:19	29433/29433	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:30:14%20GMT	https://herfybd.com/assets/image/small/chickennugget.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/chickennugget.png	(from https://herfybd.com/)
11:15:20	67328/67328	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:10%20GMT	https://herfybd.com/item/27	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/27.html	(from https://herfybd.com/)
11:15:20	26401/26401	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:22:50%20GMT	https://herfybd.com/assets/image/small/bbbg.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/bbbg.png	(from https://herfybd.com/)
11:15:20	67156/67156	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:11%20GMT	https://herfybd.com/item/28	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/28.html	(from https://herfybd.com/)
11:15:20	27176/27176	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:29:30%20GMT	https://herfybd.com/assets/image/small/Chickendrumstick.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/Chickendrumstick.png	(from https://herfybd.com/)
11:15:21	67330/67330	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:11%20GMT	https://herfybd.com/item/29	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/29.html	(from https://herfybd.com/)
11:15:21	30579/30579	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:25:14%20GMT	https://herfybd.com/assets/image/small/chbbg.png	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/assets/image/small/chbbg.png	(from https://herfybd.com/)
11:15:21	67251/67251	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2005:15:12%20GMT	https://herfybd.com/item/30	C:/My%20Web%20Sites/Mohiuddin%20#me/herfybd.com/item/30.html	(from https://herfybd.com/)
